release_date,title,location,s1release_date,genre,imdb,rottentomato,ranking,season
Mar 92018, Trolls: The Beat Goes On! , Canada , 01/19/2018 , Animation ,6,,,season 2 
Mar 92018, Nailed It! , United States , 03/09/2018 , Reality-Show ,7.5,74,403,season 1 
Mar 92018, A.I.C.O. -Incarnation- , Japan , 03/09/2018 , Animation ,6.3,17,,season 1 
Mar 92018, Love , United States , 02/19/2016 , Comedy ,7.7,94,,season 3 
Mar 82018, Champions , United States , 03/08/2018 , Comedy ,6.1,63,9,season 1 
Mar 22018, Flint Town , United States , 03/02/2018 , Documentary ,7.8,95,,season 1 
Mar 22018, Girls Incarcerated , United States , 03/01/2018 , Documentary ,7.3,,,season 1 
Mar 22018, B: The Beginning , Japan , 03/02/2018 , Animation ,7.1,,,season 1 
Mar 22018, Voltron: Legendary Defender , United States , 06/10/2016 , Animation ,8.1,95,,season 5 
Feb 282018, Börü , Turkey , 02/28/2018 , Action ,8.1,,1,
Feb 282018, Cocaine Coast , Spain , 02/28/2018 , Drama ,7.9,,,season 1 
Feb 282018, The World's Most Extraordinary Homes , United Kingdom , 02/08/2017 , Documentary ,7.5,,,season 2 
Feb 272018, Unsolved: The Murders of Tupac and The Notorious B.I.G. , United States , 02/27/2018 , Drama ,7.8,,,
Feb 262018, Final Space , United States , 02/26/2018 , Animation ,8.3,85,398,season 1 
Feb 262018, Good Girls , United States , 02/26/2018 , Comedy ,7.7,86,15059,season 1 
Feb 232018, Ugly Delicious , United States , 02/23/2018 , Documentary ,7.8,100,,season 1 
Feb 232018, Marseille , France , 05/05/2016 , Drama ,6.9,33,,season 2 
Feb 192018, Marcella , United Kingdom , 04/04/2016 , Crime ,7.4,65,1220,season 2 
Feb 182018, The Joel McHale Show with Joel McHale , United States , 02/18/2018 , Talk Show ,7.1,83,,season 1 
Feb 172018, Troy: Fall of a City , United Kingdom , 02/17/2018 , History ,4,71,,season 1 
Feb 162018, First Team: Juventus , United States , 02/16/2018 , Documentary ,7.2,,,season 1 
Feb 162018, Everything Sucks! , United States , 02/16/2018 , Comedy ,7.5,72,,season 1 
Feb 142018, Greenhouse Academy , United States , 09/08/2017 , Drama ,6.6,83,,season 2 
Feb 122018, Collateral , United Kingdom , 02/12/2018 , Crime ,6.7,79,,season 1 
Feb 72018, Queer Eye , United States , 02/07/2018 , Reality-Show ,8.5,93,1633,season 1 
Feb 22018, Requiem , United Kingdom , 02/02/2018 , Crime ,6.4,75,,season 1 
Feb 22018, Altered Carbon , United States , 02/02/2018 , Science Fiction ,7.9,75,226,season 1 
Jan 292018, Bonus Family , Sweden , 01/30/2017 , Drama ,7.6,88,260,season 2 
Jan 282018, The New Legends of Monkey , New Zealand , 01/28/2018 , Fantasy ,6.5,100,31,season 1 
Jan 272018, Fate/EXTRA Last Encore , Japan , 01/27/2018 , Animation ,5.3,,,
Jan 262018, Llama Llama , United States , 01/26/2018 , Animation ,6.3,55,,season 1 
Jan 262018, Dirty Money , United States , 01/26/2018 , Documentary ,8.1,100,29,season 1 
Jan 262018, One Day at a Time , United States , 01/06/2017 , Comedy ,6.6,99,,season 2 
Jan 222018, Welcome to the Family , Spain , 01/22/2018 , Comedy ,6.7,,,season 1 
Jan 192018, Trolls: The Beat Goes On! , Canada , 01/19/2018 , Animation ,6,,,season 1 
Jan 192018, Drug Lords , United States , 01/19/2018 , Documentary ,6.8,70,,season 1 
Jan 192018, Grace and Frankie , United States , 05/08/2015 , Comedy ,8.2,90,3006,season 4 
Jan 162018, Black Lightning , United States , 01/16/2018 , Superhero ,6.1,95,147,season 1 
Jan 132018, The Casketeers , New Zealand , 12/21/2018 , Documentary ,7.5,,,season 1 
Jan 132018, The Seven Deadly Sins , Japan , 10/05/2014 , Animation ,7.9,,8534,season 2 
Jan 122018, Somebody Feed Phil , United States , 01/12/2018 , Documentary ,8.3,80,49,season 1 
Jan 122018, My Next Guest Needs No Introduction With David Letterman , United States , 01/12/2018 , Talk Show ,7.8,63,256,season 1 
Jan 102018, Violet Evergarden , Japan , 01/11/2018 , Animation ,8.4,,2,season 1 
Jan 72018, Chosen , China , 01/07/2018 , Mystery , ,,,season 1 
Jan 52018, Rotten , United States , 01/05/2018 , Documentary ,7,86,,season 1 
Jan 52018, Devilman: Crybaby , Japan , 01/05/2018 , Animation ,7.6,89,,season 1 
Jan 42018, Derry Girls , United Kingdom , 01/04/2018 , Comedy ,8.5,99,238,season 1 
Jan 12018, Bangkok Love Stories: Hey You! , Thailand , 01/01/2018 , Drama ,6.2,,,
Jan 12018, Club de Cuervos Presents: The Ballad of Hugo Sánchez , Mexico , 01/01/2018 , Drama , ,,,
Jan 12018, Luna Petunia Return to Amazia , Canada , 01/01/2018 , Animation ,5.1,,,season 1 
Jan 12018, We Speak Dance , United States , 01/01/2018 , Documentary , ,,,season 1 
Dec 312017, Fauda , Israel , 02/15/2015 , Action ,8.3,100,4737,season 2 
Dec 292017, Bill Nye Saves the World , United States , 04/21/2017 , Talk Show ,3.9,38,,season 2 
Dec 292017, Black Mirror , United Kingdom , 12/04/2011 , Science Fiction ,8.8,84,15,season 4 
Dec 252017, Cable Girls , Spain , 04/28/2017 , Drama ,7.5,83,1304,season 2 
Dec 232017, A Korean Odyssey , South Korea , 12/23/2017 , Fantasy ,8,,272,season 1 
Dec 222017, The Toys That Made Us , United States , 12/22/2017 , Documentary ,7.9,100,,season 1 
Dec 222017, 72 Dangerous Animals: Latin America , Australia , 12/05/2017 , Documentary ,6.6,,,season 1 
Dec 222017, Blood and Sand , United States , 09/22/1989 , Documentary ,4.5,89,,season 1 
Dec 192017, Workin' Moms , Canada , 01/10/2017 , Comedy ,7.8,71,7136,season 2 
Dec 192017, Terrace House: Opening New Doors , Japan , 12/19/2017 , Reality-Show ,7.8,76,,season 1 
Dec 152017, Erased , Japan , 12/15/2017 , Animation ,7.8,100,,season 1 
Dec 152017, Wormwood , United States , 12/15/2017 , Documentary ,7,90,,season 1 
Dec 152017, Ultimate Beastmaster , United States , 02/24/2017 , Reality-Show ,7.2,,,season 2 
Dec 152017, Trollhunters: Tales of Arcadia , United States , 12/23/2016 , Animation ,8.4,,,season 2 
Dec 82017, The Crown , United Kingdom , 11/04/2016 , History ,8.6,86,52506,season 2 
Dec 12017, Easy , United States , 09/22/2016 , Comedy ,6.9,90,,season 2 
Dec 12017, Dark , Germany , 12/01/2017 , Mystery ,8.7,95,14976,season 1 
Nov 232017, The Indian Detective , Canada , 11/23/2017 , Comedy ,6.5,50,,season 1 
Nov 232017, She's Gotta Have It , United States , 11/23/2017 , Comedy ,6.9,78,,season 1 
Nov 222017, Prison Playbook , South Korea , 11/22/2017 , Drama ,8.4,,1201,season 1 
Nov 222017, Godless , United States , 11/22/2017 , Western ,8.3,85,,season 1 
Nov 192017, Unit 42 , Belgium , 11/19/2017 , Crime ,6.9,86,1,season 1 
Nov 172017, Shot in the Dark , United States , 11/17/2017 , Reality-Show ,7.9,,,season 1 
Nov 172017, Stretch Armstrong & the Flex Fighters , United States , 11/16/2017 , Animation ,6.2,,,season 1 
Nov 172017, Spirit: Riding Free , United States , 05/05/2017 , Animation ,6.5,,,season 3 
Nov 172017, Marvel's The Punisher , United States , 11/17/2017 , Superhero ,8.5,,132,season 1 
Nov 172017, Luna Petunia , United States , 12/09/2016 , Animation ,6.4,,,season 3 
Nov 102017, Dinotrux: Supercharged , Canada , 11/10/2017 , Animation ,7.5,,,season 1 
Nov 102017, Blazing Transfer Students , Japan , 11/10/2017 , Action ,6.9,,,season 1 
Nov 102017, Lady Dynamite , United States , 05/20/2016 , Comedy ,7.3,97,,season 2 
Nov 92017, Trump: An American Dream , United States , 11/09/2017 , Documentary ,7.2,,,season 1 
Nov 72017, Sick Note , United Kingdom , 11/07/2017 , Comedy ,6.8,50,,season 1 
Nov 72017, Project Mc2 , United States , 08/07/2015 , Comedy ,6.1,,,season 6 
Nov 32017, Norsemen , Norway , 10/14/2016 , Drama ,7.7,86,353,season 2 
Nov 22017, Borderliner , Norway , 11/02/2017 , Drama ,6.7,64,,season 1 
Nov 12017, The Frankenstein Chronicles , United Kingdom , 11/11/2015 , Crime ,7.2,78,,season 2 
Oct 312017, Creeped Out , United Kingdom , 10/31/2017 , Horror ,6.6,,,season 1 
Oct 292017, Tabula Rasa , Belgium , 10/29/2017 , Crime ,8,98,6,season 1 
Oct 272017, Beyond Stranger Things , United States , 10/27/2017 , Talk Show ,7.4,,,season 1 
Oct 272017, Stranger Things , United States , 07/15/2016 , Mystery ,8.7,92,64044,season 2 
Oct 262017, Ainori Love Wagon: Asian Journey , Japan , 10/26/2017 , Reality-Show ,7.1,,,season 1 
Oct 252017, The Letdown , Australia , 10/25/2017 , Comedy ,7.5,,,season 1 
Oct 252017, Ultraviolet , Poland , 10/25/2017 , Crime ,6.9,99,52,season 1 
Oct 242017, The End of the F***ing World , United Kingdom , 10/24/2017 , Comedy ,8,,101,season 1 
Oct 202017, Superstition , United States , 10/20/2017 , Horror ,5.1,,,season 1 
Oct 202017, The Day I Met El Chapo: The Kate del Castillo Story , United States , 10/20/2017 , Documentary ,6.8,,,season 1 
Oct 202017, Haters Back Off , United States , 10/14/2016 , Comedy ,6,50,,season 2 
Oct 192017, Borderliner , Norway , 11/02/2017 , Drama ,6.7,64,,season 2 
Oct 182017, Frontier , United States , 11/06/2016 , History ,7.1,75,,season 2 
Oct 172017, Slasher , Canada , 03/04/2016 , Horror ,6.7,66,,season 2 
Oct 162017, Travelers , Canada , 10/17/2016 , Science Fiction ,8,97,,season 2 
Oct 142017, Dirk Gently's Holistic Detective Agency , United States , 10/22/2016 , Comedy ,8.2,85,,season 2 
Oct 132017, Super Monsters , Japan , 10/13/2017 , Animation ,6.4,,,season 1 
Oct 132017, Voltron: Legendary Defender , United States , 06/10/2016 , Animation ,8.1,95,,season 4 
Oct 132017, Mindhunter , United States , 10/13/2017 , Crime ,8.6,98,1,season 1 
Oct 112017, Dynasty , United States , 10/11/2017 , Drama ,7.3,,28135,season 1 
Oct 82017, Children of the Whales , Japan , 10/01/2017 , Animation ,7,,,season 1 
Oct 62017, Dave Chappelle: Equanimity & The Bird Revelation , United States , 12/31/2017 , Documentary , ,,,season 1 
Oct 62017, Suburra: Blood on Rome , Italy , 10/06/2017 , Crime ,7.9,,545,season 1 
Oct 62017, Skylanders Academy , United States , 10/28/2016 , Animation ,6.7,89,43,season 2 
Oct 52017, Ghost Wars , Canada , 10/05/2017 , Mystery ,6.2,73,,season 1 
Oct 52017, Van Helsing , United States , 09/23/2016 , Animation ,6.2,53,233,season 2 
Oct 22017, Lucifer , United States , 01/25/2016 , Superhero ,8.1,88,65635,season 3 
Sep 292017, Big Mouth , United States , 09/29/2017 , Animation ,7.9,99,6280,season 1 
Sep 292017, The Magic School Bus Rides Again , United States , 09/29/2017 , Animation ,6.3,71,,season 1 
Sep 292017, Real Rob , United States , 12/01/2015 , Comedy ,6.4,,,season 2 
Sep 292017, Club de Cuervos , Mexico , 08/07/2015 , Drama ,8.2,89,,season 3 
Sep 282017, Great News , United States , 04/25/2017 , Comedy ,7,84,,season 2 
Sep 272017, Designated Survivor , United States , 09/21/2016 , Action ,7.5,71,1200,season 2 
Sep 262017, Kim's Convenience , Canada , 10/11/2016 , Comedy ,8.2,86,487,season 2 
Sep 252017, Alias Grace , Canada , 09/25/2017 , Drama ,7.7,99,1,season 1 
Sep 222017, Fuller House , United States , 02/26/2016 , Comedy ,6.7,75,631,season 3 
Sep 222017, Neo Yokio , United States , 09/22/2017 , Animation ,5.9,76,,season 1 
Sep 222017, Jack Whitehall: Travels with My Father , United Kingdom , 09/22/2017 , Documentary ,7.6,76,661,season 1 
Sep 212017, Bad Blood , Canada , 09/21/2017 , Drama ,7.2,,,season 1 
Sep 212017, Gotham , United States , 09/22/2014 , Superhero ,7.8,77,1762,season 4 
Sep 202017, Morocco: Love in Times of War , Spain , 09/20/2017 , Drama ,7.5,93,,season 1 
Sep 172017, El Chapo , Mexico , 04/23/2017 , Drama ,7.8,81,1,season 2 
Sep 152017, American Vandal , United States , 09/15/2017 , Drama ,8.1,98,,season 1 
Sep 152017, VeggieTales in the City , United States , 02/24/2017 , Animation ,4.6,,,season 2 
Sep 152017, Project Mc2 , United States , 08/07/2015 , Comedy ,6.1,,,season 5 
Sep 142017, Glitch , Australia , 07/09/2015 , Mystery ,7.2,80,,season 2 
Sep 82017, Fire Chasers , United States , 09/08/2017 , Documentary ,6.6,100,,season 1 
Sep 82017, Greenhouse Academy , United States , 09/08/2017 , Drama ,6.6,83,,season 1 
Sep 82017, Spirit: Riding Free , United States , 05/05/2017 , Animation ,6.5,,,season 2 
Sep 82017, BoJack Horseman , United States , 08/22/2014 , Animation ,8.8,93,,season 4 
Sep 12017, LEGO Elves: Secrets of Elvendale , Denmark , 09/01/2017 , Animation ,5.9,,,season 1 
Sep 12017, Narcos , United States , 08/28/2015 , Drama ,8.8,89,402,season 3 
Aug 272017, El Vato , United States , 04/17/2016 , Comedy ,7,,,season 2 
Aug 252017, Disjointed , United States , 08/25/2017 , Comedy ,6.7,19,,season 1 
Aug 212017, Rita , Denmark , 02/09/2012 , Comedy ,8.1,94,167,season 4 
Aug 182017, Dinotrux , United States , 08/14/2015 , Animation ,6.8,,,season 5 
Aug 162017, Marlon , United States , 08/16/2017 , Comedy ,7,,,season 1 
Aug 152017, The Big Family Cooking Showdown , United Kingdom , 08/15/2017 , Reality-Show ,7.1,,,season 1 
Aug 112017, Home: Adventures with Tip & Oh , United States , 07/29/2016 , Animation ,6.2,,,season 3 
Aug 112017, Atypical , United States , 08/11/2017 , Comedy ,8.2,90,3813,season 1 
Aug 112017, True and the Rainbow Kingdom , Canada , 08/11/2017 , Animation ,7.2,,,season 2 
Aug 112017, True and the Rainbow Kingdom , Canada , 08/11/2017 , Animation ,7.2,,,season 1 
Aug 42017, Voltron: Legendary Defender , United States , 06/10/2016 , Animation ,8.1,95,,season 3 
Aug 42017, Wet Hot American Summer: Ten Years Later , United States , 08/04/2017 , Comedy ,7.1,,,season 1 
Jul 312017, 21 Thunder , Canada , 07/31/2017 , Drama ,6.2,69,1,season 1 
Jul 282017, Daughters of Destiny , United States , 07/28/2017 , Documentary ,8.6,86,,season 1 
Jul 242017, Somewhere Between , Canada , 07/24/2017 , Crime ,6.2,56,42,season 1 
Jul 212017, Ozark , United States , 07/21/2017 , Drama ,8.5,82,29962,season 1 
Jul 212017, Last Chance U , United States , 07/29/2016 , Documentary ,8.4,94,173,season 2 
Jul 182017, Ari Shaffir: Double Negative , United States , 07/18/2017 , Documentary ,6.8,,,
Jul 142017, Kantaro: The Sweet Tooth Salaryman , Japan , 07/14/2017 , Comedy ,5.6,100,,season 1 
Jul 142017, Friends from College , United States , 07/14/2017 , Comedy ,6.9,26,,season 1 
Jul 72017, Dawn of the Croods , United States , 12/24/2015 , Animation ,5.8,,,season 4 
Jul 72017, Castlevania , United States , 07/07/2017 , Animation ,8.3,94,1999,season 1 
Jul 72017, Luna Petunia , United States , 12/09/2016 , Animation ,6.4,,,season 2 
Jul 72017, Degrassi: Next Class , Canada , 01/04/2016 , Drama ,6.9,75,,season 4 
Jul 12017, Fate/Apocrypha , Japan , 07/01/2017 , Animation ,6.6,78,,
Jun 302017, Gypsy , United States , 06/30/2017 , Drama ,6.8,39,,season 1 
Jun 232017, GLOW , United States , 06/23/2017 , Drama ,8,92,,season 1 
Jun 232017, Free Rein , United States , 06/22/2017 , Drama ,7.2,88,,season 1 
Jun 222017, The Mist , United States , 06/22/2017 , Horror ,5.4,60,230,season 1 
Jun 162017, World of Winx , Italy , 11/04/2016 , Animation ,6.7,,,season 2 
Jun 162017, The Ranch , United States , 04/01/2016 , Comedy ,7.5,71,,season 2 
Jun 122017, Fearless , United States , 08/19/2016 , Documentary ,7.1,,64,season 1 
Jun 102017, Orphan Black , United States , 03/30/2013 , Mystery ,8.4,93,64,season 5 
Jun 92017, My Only Love Song , South Korea , 07/01/2017 , Drama ,7,,,season 1 
Jun 92017, Orange Is the New Black , United States , 07/11/2013 , Drama ,8.1,,610,season 5 
Jun 52017, Wanted , Australia , 02/09/2016 , Drama ,7.6,86,,season 2 
Jun 22017, Inspector Gadget , Canada , 03/27/2015 , Animation ,4.5,,,season 3 
Jun 22017, Flaked , United States , 03/11/2016 , Drama ,7.2,35,,season 2 
May 302017, The Forest , France , 05/30/2017 , Crime ,7.2,,,
May 302017, F is for Family , United States , 12/18/2015 , Animation ,8,93,554,season 2 
May 302017, House of Cards , United States , 02/01/2013 , Drama ,8.7,77,,season 5 
May 282017, Paul Hollywood's Big Continental Road Trip , United Kingdom , 09/29/2017 , Talk Show ,7.5,,,season 1 
May 262017, Toon , United States , 04/22/2016 , Comedy , ,,,season 2 
May 262017, Bloodline , United States , 03/20/2015 , Drama ,7.9,62,,season 3 
May 242017, White Gold , United Kingdom , 05/28/2017 , Comedy ,7.4,88,,season 1 
May 192017, The Keepers , United States , 05/19/2017 , Documentary ,8,,,season 1 
May 192017, Unbreakable Kimmy Schmidt , United States , 03/06/2015 , Comedy ,7.6,96,,season 3 
May 162017, Ask the Doctor , Australia , 05/16/2017 , Documentary ,6.5,,,season 1 
May 142017, Mike Tyson Mysteries , United States , 10/27/2014 , Animated ,8.2,96,238,season 3 
May 122017, All Hail King Julien: Exiled , United States , 05/12/2017 , Animation ,7.5,,,season 1 
May 122017, Master of None , United States , 11/06/2015 , Comedy ,8.2,94,184,season 2 
May 52017, Spirit: Riding Free , United States , 05/05/2017 , Animation ,6.5,,,season 1 
May 52017, Sense8 , United States , 06/05/2015 , Mystery ,8.2,86,,season 2 
May 22017, Money Heist , Spain , 05/02/2017 , Action ,8.2,94,75444,season 1 
Apr 282017, Dear White People , United States , 04/28/2017 , Comedy ,6.3,88,,season 1 
Apr 282017, Cable Girls , Spain , 04/28/2017 , Drama ,7.5,83,1304,season 1 
Apr 272017, Baby Ballroom , United Kingdom , 04/27/2017 , Documentary ,7.7,,,season 1 
Apr 252017, Great News , United States , 04/25/2017 , Comedy ,7,84,,season 1 
Apr 232017, El Chapo , Mexico , 04/23/2017 , Drama ,7.8,81,1,season 1 
Apr 212017, The Mr. Peabody & Sherman Show , United States , 10/09/2015 , Animation ,5.5,,,season 4 
Apr 212017, Bill Nye Saves the World , United States , 04/21/2017 , Talk Show ,3.9,38,,season 1 
Apr 212017, Hot Girls Wanted: Turned On , United States , 04/21/2017 , Documentary ,6.6,100,,season 1 
Apr 212017, Girlboss , United States , 04/21/2017 , Comedy ,7,35,,season 1 
Apr 172017, My Secret Romance , South Korea , 04/17/2017 , Comedy ,7.1,,59,season 1 
Apr 172017, Final Fantasy XIV: Dad of Light , Japan , 04/17/2017 , Drama ,7.2,100,19,season 1 
Apr 142017, Mystery Science Theater 3000: The Return , United States , 04/14/2017 , Comedy ,8.2,100,,season 11 
Apr 132017, Million Yen Women , Japan , 04/07/2017 , Mystery ,7.5,,,season 1 
Apr 92017, ID-0 , Japan , 04/09/2017 , Animation ,6.1,71,,season 1 
Apr 72017, Dawn of the Croods , United States , 12/24/2015 , Animation ,5.8,,,season 3 
Apr 72017, The Get Down , United States , 08/12/2016 , Drama ,8.2,,,season 2 
Mar 312017, Dinotrux , United States , 08/14/2015 , Animation ,6.8,,,season 4 
Mar 312017, 13 Reasons Why , United States , 03/31/2017 , Drama ,7.5,35,8260,season 1 
Mar 312017, 13 Reasons Why: Beyond the Reasons , United States , 03/31/2017 , Documentary ,7.8,,,season 1 
Mar 312017, Five Came Back , United States , 03/31/2017 , Documentary ,8.3,97,,season 1 
Mar 242017, Ingobernable , Mexico , 03/24/2017 , Drama ,7,86,,season 1 
Mar 242017, Grace and Frankie , United States , 05/08/2015 , Comedy ,8.2,90,3006,season 3 
Mar 212017, Charité , Germany , 03/21/2017 , Drama ,7.8,,48,season 1 
Mar 192017, Anne with an E , Canada , 03/19/2017 , Drama ,8.7,53,1668,season 1 
Mar 172017, Julie's Greenroom , United States , 03/17/2017 , Talk Show ,8.3,,,season 1 
Mar 162017, The Last Kingdom , United Kingdom , 10/10/2015 , History ,8.5,91,16595,season 2 
Mar 152017, Greenleaf , United States , 06/21/2016 , Drama ,7.5,82,601,season 2 
Mar 102017, Buddy Thunderstruck , United States , 03/10/2017 , Animation ,7.8,100,,season 1 
Mar 102017, Love , United States , 02/19/2016 , Comedy ,7.7,94,,season 2 
Mar 92017, Zone Blanche , France , 03/09/2017 , Crime ,7.4,,,season 1 
Mar 12017, Time: The Kalief Browder Story , United States , 03/01/2017 , Documentary ,8.5,100,,season 1 
Feb 242017, VeggieTales in the City , United States , 02/24/2017 , Animation ,4.6,,,season 1 
Feb 242017, Ultimate Beastmaster , United States , 02/24/2017 , Reality-Show ,7.2,,,season 1 
Feb 172017, Chef's Table , United States , 04/26/2015 , Documentary ,8.5,,,season 3 
Feb 142017, You Me Her , United States , 03/22/2016 , Comedy ,7,81,25,season 2 
Feb 142017, Project Mc2 , United States , 08/07/2015 , Comedy ,6.1,,,season 4 
Feb 102017, Abstract: The Art of Design , United States , 02/10/2017 , Documentary ,8.3,100,,season 1 
Feb 102017, Cyborg 009: Call of Justice , Japan , 02/10/2017 , Animation ,5.9,,,season 1 
Feb 32017, Santa Clarita Diet , United States , 02/03/2017 , Comedy ,7.8,89,,season 1 
Jan 302017, Bonus Family , Sweden , 01/30/2017 , Drama ,7.6,88,260,season 1 
Jan 272017, Home: Adventures with Tip & Oh , United States , 07/29/2016 , Animation ,6.2,,,season 2 
Jan 202017, Voltron: Legendary Defender , United States , 06/10/2016 , Animation ,8.1,95,,season 2 
Jan 132017, A Series of Unfortunate Events , United States , 01/13/2017 , Comedy ,7.8,96,,season 1 
Jan 122017, Chewing Gum , United Kingdom , 10/06/2015 , Comedy ,7.7,100,1,season 2 
Jan 102017, Workin' Moms , Canada , 01/10/2017 , Comedy ,7.8,71,7136,season 1 
Jan 102017, The Frozen Dead , France , 01/10/2017 , Drama ,6.3,,,season 1 
Jan 102017, We're Lalaloopsy , United States , 01/01/2017 , Animation ,6.5,,,season 1 
Jan 82017, Little Witch Academia , Japan , 01/09/2017 , Animation ,7.8,,,season 1 
Jan 62017, The World's Most Extraordinary Homes , United Kingdom , 02/08/2017 , Documentary ,7.5,,,season 1 
Jan 62017, Edgar Rice Burroughs' Tarzan and Jane , United States , 01/05/2017 , Animation ,4.8,,,season 1 
Jan 62017, One Day at a Time , United States , 01/06/2017 , Comedy ,6.6,99,,season 1 
Jan 62017, Degrassi: Next Class , Canada , 01/04/2016 , Drama ,6.9,75,,season 3 
Jan 52017, Comedians in Cars Getting Coffee , United States , 07/19/2012 , Talk Show ,8,87,,season 9 
Jan 22017, Shadowhunters , United States , 01/12/2016 , Horror ,6.5,76,,season 2 
Jan 12017, Hotel Beau Séjour , Belgium , 01/01/2017 , Crime ,7.7,,,
Dec 272016, Chasing Cameron , United States , 12/27/2016 , Documentary ,3.9,62,,season 1 
Dec 232016, Trollhunters: Tales of Arcadia , United States , 12/23/2016 , Animation ,8.4,,,season 1 
Dec 212016, The Break ,,,,7.8,95,,season 1 
Dec 162016, Lost & Found Music Studios , Canada , 12/11/2015 , Drama ,6.5,,,season 2 
Dec 162016, The OA , United States , 12/16/2016 , Mystery ,7.8,84,,season 1 
Dec 92016, Fuller House , United States , 02/26/2016 , Comedy ,6.7,75,631,season 2 
Dec 92016, White Rabbit Project , United States , 12/09/2016 , Reality-Show ,6.9,63,,season 1 
Dec 92016, Luna Petunia , United States , 12/09/2016 , Animation ,6.4,,,season 1 
Dec 92016, Club de Cuervos , Mexico , 08/07/2015 , Drama ,8.2,89,,season 2 
Nov 272016, Pacific Heat , Australia , 11/27/2016 , Animation ,5.6,17,,season 1 
Nov 252016,3%, Brazil , 11/25/2016 , Science Fiction ,7.3,,26,season 1 
Nov 252016, Gilmore Girls: A Year in the Life , United States , 11/25/2016 , Drama ,7.5,,6,season 1 
Nov 212016, White Nights , South Korea , 11/21/2016 , Drama , ,,,season 1 
Nov 182016, Beat Bugs , Australia , 07/25/2016 , Animation ,7.6,,,season 2 
Nov 112016, Estocolmo , Argentina , 11/11/2016 , Drama ,6.2,,,season 1 
Nov 112016, Roman Empire , United States , 11/11/2016 , Documentary ,7,75,,season 1 
Nov 62016, Frontier , United States , 11/06/2016 , History ,7.1,75,,season 1 
Nov 42016, World of Winx , Italy , 11/04/2016 , Animation ,6.7,,,season 1 
Nov 42016, The Crown , United Kingdom , 11/04/2016 , History ,8.6,86,52506,season 1 
Nov 12016, Terrace House: Aloha State , United States , 11/01/2016 , Reality-Show ,7.4,,,season 1 
Oct 282016, Trailer Park Boys: Out of the Park: Europe , Canada , 10/28/2016 , Comedy ,7,,,season 1 
Oct 282016, Skylanders Academy , United States , 10/28/2016 , Animation ,6.7,89,43,season 1 
Oct 252016, Little Things , India , 10/25/2016 , Comedy ,8.2,74,235,season 1 
Oct 252016, Tales by Light , Australia , 05/24/2015 , Documentary ,8.2,92,,season 2 
Oct 222016, Dirk Gently's Holistic Detective Agency , United States , 10/22/2016 , Comedy ,8.2,85,,season 1 
Oct 212016, The Mr. Peabody & Sherman Show , United States , 10/09/2015 , Animation ,5.5,,,season 3 
Oct 212016, Midnight Diner: Tokyo Stories , Japan , 10/21/2016 , Drama ,8.4,,,season 1 
Oct 212016, Black Mirror , United Kingdom , 12/04/2011 , Science Fiction ,8.8,84,15,season 3 
Oct 192016, Crazyhead , United Kingdom , 10/19/2016 , Horror ,7.2,100,,season 1 
Oct 172016, Travelers , Canada , 10/17/2016 , Science Fiction ,8,97,,season 1 
Oct 162016, Bordertown , Finland , 10/16/2016 , Crime ,7.6,39,221,season 1 
Oct 142016, Norsemen , Norway , 10/14/2016 , Drama ,7.7,86,353,season 1 
Oct 142016, Haters Back Off , United States , 10/14/2016 , Comedy ,6,50,,season 1 
Oct 142016, Project Mc2 , United States , 08/07/2015 , Comedy ,6.1,,,season 3 
Oct 112016, Kim's Convenience , Canada , 10/11/2016 , Comedy ,8.2,86,487,season 1 
Oct 72016, Dinotrux , United States , 08/14/2015 , Animation ,6.8,,,season 3 
Sep 252016, Nobel , Norway , 09/25/2016 , Drama ,8.2,,,season 1 
Sep 232016, Van Helsing , United States , 09/23/2016 , Animation ,6.2,53,233,season 1 
Sep 232016, VeggieTales in the House , United States , 11/26/2014 , Animation ,4,,,season 4 
Sep 222016, Easy , United States , 09/22/2016 , Comedy ,6.9,90,,season 1 
Sep 222016, Paranoid , United Kingdom , 09/22/2016 , Crime ,7.4,57,,season 1 
Sep 212016, Designated Survivor , United States , 09/21/2016 , Action ,7.5,71,1200,season 1 
Sep 192016, Lucifer , United States , 01/25/2016 , Superhero ,8.1,88,65635,season 2 
Sep 192016, Gotham , United States , 09/22/2014 , Superhero ,7.8,77,1762,season 3 
Sep 42016, Hip Hop Evolution , Canada , 09/05/2016 , Documentary ,8.4,93,,season 1 
Sep 22016, Kulipari: An Army of Frogs , United States , 09/02/2016 , Animation ,6.9,,,season 1 
Sep 22016, Chef's Table: France , United States , 09/02/2016 , Documentary ,8.2,,,season 1 
Sep 22016, Narcos , United States , 08/28/2015 , Drama ,8.8,89,402,season 2 
Aug 292016, Maggie & Bianca Fashion Friends , Italy , 08/29/2016 , Comedy ,6,,78,
Aug 262016, Dawn of the Croods , United States , 12/24/2015 , Animation ,5.8,,,season 2 
Aug 222016, Zumbo's Just Desserts , Australia , 08/22/2016 , Reality-Show ,6.9,62,39,season 1 
Aug 122016, Ask the Storybots , United States , 08/12/2016 , Animation ,8.5,,,season 1 
Aug 122016, The Get Down , United States , 08/12/2016 , Drama ,8.2,,,season 1 
Aug 122016, Project Mc2 , United States , 08/07/2015 , Comedy ,6.1,,,season 2 
Aug 112016, MeatEater , United States , 01/01/2012 , Documentary ,7.6,,2,season 8 
